gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpFAE2	Fatty Acid Elongase 2	MpKCS3	β-ketoacyl-CoA synthase; fatty acid elongase	The MpFAE2 gene product catalyzes the elongation steps of 18:0 to 20:0 and possibly also of 20:0 to 22:0.	Mp2g20240; Mapoly0055s0025	Kajikawa et al., Biosci. Biotechnol. Biochem. 67, 605-612 (2003).	PMID: 12723610	doi:10.1271/bbb.67.605	Published
MpFAE3	Fatty Acid Elongase 3	MpKCS2	β-ketoacyl-CoA synthase; fatty acid elongase	The MpFAE3 protein is preferentially involved in the elongation of 16:0 to 18:0 and also in the subsequent steps of 18:0 to 20:0 and 20:0 to 22:0.	Mp2g20220; Mapoly0055s0027	Kajikawa et al., Biosci. Biotechnol. Biochem. 67, 1667-1674 (2003).	PMID: 12951498	doi:10.1271/bbb.67.605	Published
MpFER	FERONIA		Receptor-like kinase of the﻿ RLK-Pelle CrRLK1L subfamily			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpFHY1	FAR-RED ELONGATED HYPOCOTYL 1		A phytochrome signaling protein		Mapoly0122s0014; Mp2g16500	Bowman et al. Cell. 2017 171(2):287-304, Inoue et al., 2019 PCP	30816950	doi:10.1016/j.cell.2017.09.030; doi:10.1093/pcp/pcz029	Published
MpFIS1	FISSION1		mitochondrial outer-membrane protein FIS1			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpFKF	FLAVIN-BINDING KELCH REPEAT F-BOX		Orthologue of FKF1/ZTL/LKP2 in Arabidopsis	Knockout of MpFKF completely abolishes the long-day-dependent growth-phase transition in M. polymorpha. Overexpression of MpFKF promotes growth-phase transition under short-day conditions.	Mapoly0004s0235; Mp3g14360	Kubota et al. Nat Commun. 5:3668 (2014).	24752248	10.1038/ncomms4668	Published
MpGARP1	MpGARP1, MpKAN	MpKAN	transcription factor, GARP		Mapoly0022s0032.1; Mp3g04970.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGARP2	MpGARP2, MpENO		transcription factor, GARP		Mapoly0157s0009.1; Mp4g08700.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGARP3	MpGARP3, MpPHR1	MpGARP3	transcription factor, GARP		Mapoly0098s0044.1; Mp4g01560.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGARP4	MpGARP4, MpPHR2		transcription factor, GARP		Mapoly0115s0048.1; Mp4g07330.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGARP5	MpGARP5, MpPHR3		transcription factor, GARP		Mapoly0003s0147.1; Mp7g11330.1	Rico et al. 2020 Molecules		doi:10.3390/ijms21218354	Published
MpGARP6	MpGARP6, MpHSR		transcription factor, GARP		Mapoly0119s0041.1; Mp4g15170.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGARP7	MpGARP7, MpPCL/LUX	MpLUX	transcription factor, GARP		Mapoly0101s0068.1; Mp4g21220.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGARP8	MpGARP8, MpGLD		transcription factor, GARP		Mapoly0156s0007.1; Mp7g09740.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGATA1	MpGATA1		transcription factor, GATA		Mapoly0005s0077.1; Mp1g05310.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGATA2	MpGATA2		transcription factor, GATA		Mapoly0005s0212.1; Mp1g03950.1	Honkanen et al., 2016		doi:10.1016/j.cub.2016.09.062	Published
MpGATA3	MpGATA3		transcription factor, GATA	X-linked	Mapoly0017s0009.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGATA4	MpGATA4		transcription factor, GATA		Mapoly0074s0047.1; Mp7g03490.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGATA5	MpGATA5		transcription factor, GATA		Mapoly0095s0046.1; Mp5g09130.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGATA6	MpGATA6		transcription factor, GATA	Y-linked	MapolyY_B0021.1; MpVg00300.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGCAM1	GEMMA CUP ASSOCIATED MYB1	MpR2R3-MYB10	GCAM1	GCAM1 gene is transcriptionally upregulated in gemma-cups and developing gemma comparing to the other parts of thallus.	Mapoly0034s0034; Mp6g04830	Yasui et al. Curr. Biol. 29(23):3987-3995 (2019).	31708390	10.1016/j.cub.2019.10.004	Published
MpGEBP1	MpGeBP1		transcription factor, GeBP		Mapoly0002s0271.1; Mp1g26050.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGEBP2	MpGeBP2		transcription factor, GeBP		Mapoly0078s0019.1; Mp5g00180.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGEBP3	MpGeBP3		transcription factor, GeBP		Mapoly0078s0020.1; Mp5g00190.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGEBP4	MpGeBP4		transcription factor, GeBP		Mapoly0168s0004.1; Mp2g25290.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGH3A	GH3A		Auxin responsive protein	Genome paper Mapoly0053s0073	Mapoly0053s0073; Mp6g07600	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGH3B	GH3B		Auxin responsive protein	Genome paper Mapoly0042s0030	Mapoly0042s0030; Mp2g14010	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGI	GIGANTEA		Orthologue of GIGANTEA, circadian gene.	Knockout of either the GIGANTEA(GI) or FLAVIN-BINDING KELCH REPEAT F-BOX1 (FKF1) orthologue completely abolishes the long-day-dependent growth-phase transition in M. polymorpha. Overexpression of either gene promotes growth-phase transition, even under short-day conditions. Introduction of the GI orthologue partially rescues the late-flowering phenotype of the Arabidopsis thaliana gi mutant.	Mapoly0019s0145; Mp1g13750	Kubota et al. Nat. Commun. 5:3668 (2014).	24752248	10.1038/ncomms4668	Published
MpGID1L1	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 1		putative class I carboxyesterase	genome paper: Mapoly0001s0537	Mapoly0001s0537; Mp1g22010	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L2	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 2		putative class I carboxyesterase	genome paper: Mapoly0003s0183	Mapoly0003s0183; Mp7g11710	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L3	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 3		putative class I carboxyesterase	genome paper: Mapoly0003s0300	Mapoly0003s0300; Mp7g12920	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L4	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 4		putative class I carboxyesterase	genome paper: Mapoly0013s0114	Mapoly0013s0114; Mp8g06780	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L5	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 5		putative class I carboxyesterase	genome paper: Mapoly0013s0116	Mapoly0013s0116; Mp8g06760	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L6	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 6		putative class I carboxyesterase	genome paper: Mapoly0026s0096; Mapoly0026s0098. Same protein product from two loci.	Mapoly0026s0096; Mp2g12730	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L6-2	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 6		putative class I carboxyesterase	genome paper: Mapoly0026s0096; Mapoly0026s0098. Same protein product from two loci.	Mapoly0026s0098	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L7	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 7		putative class I carboxyesterase	genome paper: Mapoly0055s0044	Mapoly0055s0044; Mp2g20050	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID1L8	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 8		putative class I carboxyesterase	genome paper: Mapoly0133s0031	Mapoly0133s0031; Mp5g03560	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGID2	GIBBERELLIN INSENSITIVE DWARF 2		F-box protein GIBBERELLIN INSENSITIVE DWARF 2	genome paper: Mapoly0043s0052	Mapoly0043s0052; Mp1g06600	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGIF	MpGIF		transcription factor, GIF		Mapoly0047s0121.1; Mp6g14670.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGLR	GLUTAMATE RECEPTOR-LIKE CHANNEL		calcium channel GLR			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGOS11	Golgi SNARE 11		Ortholog of Arabidopsis GOS11 gene	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpGOS11 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0001s0245; Mp1g19070	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpGOS12	Golgi SNARE 12		Ortholog of Arabidopsis GOS12 gene	Two splicing variants are detected from this locus. Citrine-tagged MpGOS12 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0016s0161; Mp6g11210	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpGRAS1	MpGRAS1		transcription factor, GRAS		Mapoly0001s0385.1; Mp1g20490.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS10	MpGRAS10		transcription factor, GRAS		Mapoly1576s0001.1; Mp8g03980.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS11	MpGRAS11		transcription factor, GRAS		Mapoly0083s0007.1; Mp8g13140.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS2	MpGRAS2	MpDLP	transcription factor, GRAS		Mapoly0003s0271.1; Mp7g12630.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS3	MpGRAS3		transcription factor, GRAS		Mapoly0014s0183.1; Mp1g10440.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS4	MpGRAS4		transcription factor, GRAS		Mapoly0031s0041.1; Mp2g03850.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS5	MpGRAS5		transcription factor, GRAS		Mapoly0047s0034.1; Mp6g13820.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS6	MpGRAS6	MpDELLA	transcription factor, GRAS		Mapoly0058s0044.1; Mp5g20660.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15; Hernandez-Garcia et al. Curr Biol. 31(16):3678-3686.e11. (2021)	28985561; 34214451	10.1016/j.cell.2017.09.030; 10.1016/j.cub.2021.06.010	Published
MpGRAS7	MpGRAS7	MpRAM	transcription factor, GRAS		Mapoly0064s0023.1; Mp8g01770.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS8	MpGRAS8		transcription factor, GRAS		Mapoly0065s0089.1; Mp1g22880.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRAS9	MpGRAS9		transcription factor, GRAS		Mapoly0194s0011.1; Mp5g21990.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGRF	MpGRF		transcription factor, GRF		Mapoly1350s0001.1; Mp8g16900.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpGTG	MpGTG		G protein–coupled receptor-type G proteins that function as abscisic acid receptor		Mapoly0094s0006.1; Mp2g17380.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA1	Plasma membrane H+-ATPase 1		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0019s0140.1; Mp1g13700.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA2	Plasma membrane H+-ATPase 2		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0089s0056.1; Mp3g21600.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA3	Plasma membrane H+-ATPase 3		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0080s0002.1; Mp4g02970.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA4	Plasma membrane H+-ATPase 4		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0050s0045.1; Mp3g12410.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA5	Plasma membrane H+-ATPase 5		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0050s0042.1; Mp3g12380.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA6	Plasma membrane H+-ATPase 6		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0011s0217.1; Mp4g12350.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA7	Plasma membrane H+-ATPase 7		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0100s0016.1; Mp3g25030.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA8	Plasma membrane H+-ATPase 8		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0125s0027.1; Mp4g06820.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA9	Plasma membrane H+-ATPase 9		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0158s0038.1; Mp2g09680.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA10	Plasma membrane H+-ATPase 10		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0247.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA11	Plasma membrane H+-ATPase 11		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0246.1; Mp3g07700.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA12	Plasma membrane H+-ATPase 12		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0248.1; Mp3g07710.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA13	Plasma membrane H+-ATPase 13		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0245.1; Mp3g07690.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA14	Plasma membrane H+-ATPase 14		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0050s0043.1; Mp3g12390.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA15	Plasma membrane H+-ATPase 15		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0050s0047.1; Mp3g12440.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA16	Plasma membrane H+-ATPase 16		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0004s0165.1; Mp3g15070.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA17	Plasma membrane H+-ATPase 17		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0049s0123.1; Mp3g19090.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA18	Plasma membrane H+-ATPase 18		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0050s0044.1; Mp3g12400.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHA19	Plasma membrane H+-ATPase 19		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0031s0155.1; Mp2g05000.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHAE	HAESA	MpHSL	Leucine-rich receptor-like protein kinase family protein	Genome paper Mapoly0075s0046 MpHAE	Mapoly0075s0046; Mp2g02850	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD1	MpHD1, MpDDT1	MpDDT1	transcription factor, HD, homeodomain protein		Mapoly0005s0159.1; Mp1g04480.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD10	MpHD10, MpLD	MpLD	transcription factor, HD, homeodomain protein		Mapoly0032s0010.1; Mp5g13160.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD11	MpHD11, MpNDX	MpNDX	transcription factor, HD, homeodomain protein		Mapoly0033s0004.1; Mp1g16560.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD12	MpHD12, MpC3HDZ	MpC3HDZ	transcription factor, HD, homeodomain protein		Mapoly0061s0107.1; Mp1g24140.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD13	MpHD13, MpPLINC	MpPLINC	transcription factor, HD, homeodomain protein		Mapoly0063s0098.1; Mp8g08190.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD14	MpHD14, MpC2HDZ	MpC2HDZ	transcription factor, HD, homeodomain protein		Mapoly0069s0069.1; Mp2g24200.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD15	MpHD15, MpPHD	MpPHD	transcription factor, HD, homeodomain protein		Mapoly0080s0093.1; Mp4g02060.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
