"Tag"	"No."	"Gene"	"Name"	"GeneName"	"annots"
"Mpcki1_Veg.Up"	273	"Mp6g13540"	"MpPOD137"	"Mp6g13540 [MpPOD137]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235:SF156]: PEROXIDASE;
[PTHR31235]: PEROXIDASE 25-RELATED;
[PF00141]: Peroxidase"
"Mpcki1_Veg.Up"	274	"Mp6g13550"	"MpPOD138"	"Mp6g13550 [MpPOD138]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF156]: PEROXIDASE;
[PF00141]: Peroxidase"
"Mpcki1_Veg.Up"	275	"Mp6g13560"	"MpPOD139"	"Mp6g13560 [MpPOD139]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF156]: PEROXIDASE;
[PF00141]: Peroxidase"
"Mpcki1_Veg.Up"	276	"Mp6g14480"	""	""	"[K01674]: cah; carbonic anhydrase [EC:4.2.1.1];
[KOG0382]: Carbonic anhydrase; [R];
[PTHR18952]: CARBONIC ANHYDRASE;
[PTHR18952:SF246]: ALPHA CARBONIC ANHYDRASE 4-RELATED;
[PF00194]: Eukaryotic-type carbonic anhydrase"
"Mpcki1_Veg.Up"	277	"Mp6g14540"	""	""	"[PTHR14154]: UPF0041 BRAIN PROTEIN 44-RELATED;
[PTHR14154:SF5]: EARLY LIGHT-INDUCED PROTEIN 1, CHLOROPLASTIC;
[PF00504]: Chlorophyll A-B binding protein"
"Mpcki1_Veg.Up"	278	"Mp6g15240"	""	""	"[PTHR33119]: IFI3P;
[PF14033]: Protein of unknown function (DUF4246)"
"Mpcki1_Veg.Up"	279	"Mp6g15250"	""	""	""
"Mpcki1_Veg.Up"	280	"Mp6g16110"	""	""	""
"Mpcki1_Veg.Up"	281	"Mp6g17390"	""	""	"[K07240]: chrA; chromate transporter;
[PTHR33567]: CHROMATE ION TRANSPORTER (EUROFUNG);
[PF02417]: Chromate transporter"
"Mpcki1_Veg.Up"	282	"Mp6g17690"	""	""	"[K03231]: EEF1A; elongation factor 1-alpha;
[KOG0052]: Translation elongation factor EF-1 alpha/Tu; [J];
[PTHR23115:SF236]: ELONGATION FACTOR 1-ALPHA 1;
[PTHR23115]: TRANSLATION FACTOR;
[PF03143]: Elongation factor Tu C-terminal domain;
[PF00009]: Elongation factor Tu GTP binding domain;
[PF03144]: Elongation factor Tu domain 2"
"Mpcki1_Veg.Up"	283	"Mp6g17720"	""	""	"[K03231]: EEF1A; elongation factor 1-alpha;
[KOG0052]: Translation elongation factor EF-1 alpha/Tu; [J];
[PTHR23115]: TRANSLATION FACTOR;
[PTHR23115:SF236]: ELONGATION FACTOR 1-ALPHA 1;
[PF00009]: Elongation factor Tu GTP binding domain;
[PF03144]: Elongation factor Tu domain 2;
[PF03143]: Elongation factor Tu C-terminal domain"
"Mpcki1_Veg.Up"	284	"Mp6g17740"	"MpPPO40"	"Mp6g17740 [MpPPO40]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PF00264]: Common central domain of tyrosinase;
[PF12143]: Protein of unknown function (DUF_B2219);
[PF12142]: Polyphenol oxidase middle domain"
"Mpcki1_Veg.Up"	285	"Mp6g17770"	"MpPPO38"	"Mp6g17770 [MpPPO38]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PF12143]: Protein of unknown function (DUF_B2219);
[PF00264]: Common central domain of tyrosinase;
[PF12142]: Polyphenol oxidase middle domain"
"Mpcki1_Veg.Up"	286	"Mp6g17880"	"MpPPO47"	"Mp6g17880 [MpPPO47]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PF00264]: Common central domain of tyrosinase;
[PF12143]: Protein of unknown function (DUF_B2219);
[PF12142]: Polyphenol oxidase middle domain"
"Mpcki1_Veg.Up"	287	"Mp6g17890"	"MpPPO48"	"Mp6g17890 [MpPPO48]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PF00264]: Common central domain of tyrosinase;
[PF12143]: Protein of unknown function (DUF_B2219);
[PF12142]: Polyphenol oxidase middle domain"
"Mpcki1_Veg.Up"	288	"Mp6g17910"	"MpPPO55"	"Mp6g17910 [MpPPO55]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PF00264]: Common central domain of tyrosinase;
[PF12142]: Polyphenol oxidase middle domain;
[PF12143]: Protein of unknown function (DUF_B2219)"
"Mpcki1_Veg.Up"	289	"Mp6g19020"	"MpPPO56"	"Mp6g19020 [MpPPO56]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PF12143]: Protein of unknown function (DUF_B2219);
[PF00264]: Common central domain of tyrosinase;
[PF12142]: Polyphenol oxidase middle domain"
"Mpcki1_Veg.Up"	290	"Mp6g19030"	"MpPPO14"	"Mp6g19030 [MpPPO14]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PF12142]: Polyphenol oxidase middle domain;
[PF12143]: Protein of unknown function (DUF_B2219);
[PF00264]: Common central domain of tyrosinase"
"Mpcki1_Veg.Up"	291	"Mp6g19040"	"MpPPO72"	"Mp6g19040 [MpPPO72]"	"[K00422]: E1.10.3.1; polyphenol oxidase [EC:1.10.3.1];
[PTHR11474:SF115]: OS04G0624500 PROTEIN;
[PTHR11474]: TYROSINASE FAMILY MEMBER;
[PF12143]: Protein of unknown function (DUF_B2219);
[PF12142]: Polyphenol oxidase middle domain;
[PF00264]: Common central domain of tyrosinase"
"Mpcki1_Veg.Up"	292	"Mp6g19050"	""	""	""
"Mpcki1_Veg.Up"	293	"Mp6g19740"	"MpLEA-like54"	"Mp6g19740 [MpLEA-like54]"	"[PTHR31234:SF2]: OS05G0199100 PROTEIN;
[PTHR31234]: LATE EMBRYOGENESIS ABUNDANT (LEA) HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY;
[PF03168]: Late embryogenesis abundant protein"
"Mpcki1_Veg.Up"	294	"Mp6g20360"	""	""	"[K13993]: HSP20; HSP20 family protein;
[KOG0710]: Molecular chaperone (small heat-shock protein Hsp26/Hsp42); N-term missing; [O];
[PTHR11527]: HEAT-SHOCK PROTEIN 20 FAMILY MEMBER;
[PTHR11527:SF277]: 17.6 KDA CLASS II HEAT SHOCK PROTEIN-RELATED;
[PF00011]: Hsp20/alpha crystallin family"
"Mpcki1_Veg.Up"	295	"Mp6g20560"	""	""	""
"Mpcki1_Veg.Up"	296	"Mp6g20570"	""	""	"[PF01439]: Metallothionein"
"Mpcki1_Veg.Up"	297	"Mp7g00480"	""	""	"[PTHR33544]"
"Mpcki1_Veg.Up"	298	"Mp7g01840"	""	""	"[K21989]: TMEM63, CSC1; calcium permeable stress-gated cation channel;
[KOG1134]: Uncharacterized conserved protein; [R];
[PTHR13018]: PROBABLE MEMBRANE PROTEIN DUF221-RELATED;
[PTHR13018:SF98]: TO DEHYDRATION PROTEIN, PUTATIVE, EXPRESSED-RELATED;
[PF02714]: Calcium-dependent channel, 7TM region, putative phosphate;
[PF14703]: Cytosolic domain of 10TM putative phosphate transporter;
[PF13967]: Late exocytosis, associated with Golgi transport"
"Mpcki1_Veg.Up"	299	"Mp7g01990"	""	""	""
"Mpcki1_Veg.Up"	300	"Mp7g02000"	""	""	""
"Mpcki1_Veg.Up"	301	"Mp7g02010"	""	""	""
"Mpcki1_Veg.Up"	302	"Mp7g02910"	""	""	""
"Mpcki1_Veg.Up"	303	"Mp7g03050"	"MpCYP716Z1"	"Mp7g03050 [MpCYP716Z1]"	"[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; [QI];
[PTHR24286]: CYTOCHROME P450 26;
[PTHR24286:SF209]: BETA-AMYRIN 28-OXIDASE-LIKE ISOFORM X1;
[PF00067]: Cytochrome P450"
"Mpcki1_Veg.Up"	304	"Mp7g04070"	""	""	"[K17541]: SCYL2; SCY1-like protein 2"
"Mpcki1_Veg.Up"	305	"Mp7g04530"	""	""	"[KOG4628]: Predicted E3 ubiquitin ligase; N-term missing; C-term missing; [O];
[PTHR45931:SF10]: E3 UBIQUITIN-PROTEIN LIGASE RHY1A-RELATED;
[PTHR45931]: SI:CH211-59O9.10;
[PF13639]: Ring finger domain"
"Mpcki1_Veg.Up"	306	"Mp7g04650"	""	""	""
"Mpcki1_Veg.Up"	307	"Mp7g04680"	""	""	""
"Mpcki1_Veg.Up"	308	"Mp7g05870"	"MpCYP821-like"	"Mp7g05870 [MpCYP821-like]"	"[K21995]: CYP77A; cytochrome P450 family 77 subfamily A [EC:1.14.-.-];
[KOG0156]: Cytochrome P450 CYP2 subfamily; [Q];
[PTHR24298]: FLAVONOID 3'-MONOOXYGENASE-RELATED;
[PTHR24298:SF47]: CYTOCHROME P450 77A4;
[PF00067]: Cytochrome P450"
"Mpcki1_Veg.Up"	309	"Mp7g06430"	"MpGT37.13"	"Mp7g06430 [MpGT37.13]"	"[PTHR31889:SF4]: OS02G0275200 PROTEIN;
[PTHR31889]: FUCOSYLTRANSFERASE 2-RELATED;
[PF03254]: Xyloglucan fucosyltransferase"
"Mpcki1_Veg.Up"	310	"Mp7g06530"	""	""	"[K01593]: DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105];
[KOG0628]: Aromatic-L-amino-acid/L-histidine decarboxylase; [E];
[PTHR11999]: GROUP II PYRIDOXAL-5-PHOSPHATE DECARBOXYLASE;
[PF00282]: Pyridoxal-dependent decarboxylase conserved domain"
"Mpcki1_Veg.Up"	311	"Mp7g07060"	""	""	"[K03549]: kup; KUP system potassium uptake protein;
[PTHR30540:SF109]: POTASSIUM TRANSPORTER;
[PTHR30540]: OSMOTIC STRESS POTASSIUM TRANSPORTER;
[PF02705]: K+ potassium transporter"
"Mpcki1_Veg.Up"	312	"Mp7g08070"	"MpCYP829F2"	"Mp7g08070 [MpCYP829F2]"	"[KOG0156]: Cytochrome P450 CYP2 subfamily; [Q];
[PTHR47944]: CYTOCHROME P450 98A9;
[PF00067]: Cytochrome P450"
"Mpcki1_Veg.Up"	313	"Mp7g09350"	"MpERF15"	"Mp7g09350 [MpERF15]"	"[K09286]: EREBP; EREBP-like factor;
[PTHR31190:SF173]: PATHOGENESIS-RELATED GENES TRANSCRIPTIONAL ACTIVATOR PTI5;
[PTHR31190]: DNA-BINDING DOMAIN;
[PF00847]: AP2 domain"
"Mpcki1_Veg.Up"	314	"Mp7g10760"	""	""	""
"Mpcki1_Veg.Up"	315	"Mp7g10900"	""	""	""
"Mpcki1_Veg.Up"	316	"Mp7g10920"	""	""	""
"Mpcki1_Veg.Up"	317	"Mp7g11000"	""	""	"[PTHR22849]: WDSAM1 PROTEIN;
[PF04564]: U-box domain"
"Mpcki1_Veg.Up"	318	"Mp7g11710"	"MpGID1L2"	"Mp7g11710 [MpGID1L2]"	"[KOG1515]: Arylacetamide deacetylase; [V];
[PTHR23024]: ARYLACETAMIDE DEACETYLASE;
[PTHR23024:SF434]: ACETYL ESTERASE;
[PF07859]: alpha/beta hydrolase fold"
"Mpcki1_Veg.Up"	319	"Mp7g12060"	""	""	""
"Mpcki1_Veg.Up"	320	"Mp7g13630"	""	""	"[PTHR31963]: RAS GUANINE NUCLEOTIDE EXCHANGE FACTOR K;
[PF12056]: Protein of unknown function (DUF3537)"
"Mpcki1_Veg.Up"	321	"Mp7g14410"	""	""	""
"Mpcki1_Veg.Up"	322	"Mp7g14900"	"MpPOD154"	"Mp7g14900 [MpPOD154]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235:SF205]: PEROXIDASE;
[PTHR31235]: PEROXIDASE 25-RELATED;
[PF00141]: Peroxidase"
"Mpcki1_Veg.Up"	323	"Mp7g14950"	"MpPOD155"	"Mp7g14950 [MpPOD155]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF311]: PEROXIDASE 24;
[PF00141]: Peroxidase"
"Mpcki1_Veg.Up"	324	"Mp7g16930"	""	""	""
"Mpcki1_Veg.Up"	325	"Mp7g18340"	""	""	"[K03517]: nadA; quinolinate synthase [EC:2.5.1.72];
[PTHR30573]: QUINOLINATE SYNTHETASE A;
[PF02657]: Fe-S metabolism associated domain;
[PF02445]: Quinolinate synthetase A protein"
"Mpcki1_Veg.Up"	326	"Mp7g19410"	""	""	"[KOG2029]: Uncharacterized conserved protein; N-term missing; [S];
[PTHR48187]"
"Mpcki1_Veg.Up"	327	"Mp8g00400"	""	""	""
"Mpcki1_Veg.Up"	328	"Mp8g01370"	""	""	"[PF00407]: Pathogenesis-related protein Bet v 1 family"
"Mpcki1_Veg.Up"	329	"Mp8g01390"	""	""	"[PTHR31907:SF1]: MLP-LIKE PROTEIN 423;
[PTHR31907]: MLP-LIKE PROTEIN 423;
[PF10604]: Polyketide cyclase / dehydrase and lipid transport"
"Mpcki1_Veg.Up"	330	"Mp8g01400"	""	""	""
"Mpcki1_Veg.Up"	331	"Mp8g01410"	""	""	"[K01915]: glnA, GLUL; glutamine synthetase [EC:6.3.1.2];
[KOG0683]: Glutamine synthetase; [E];
[PTHR20852]: GLUTAMINE SYNTHETASE;
[PTHR20852:SF57]: GLUTAMINE SYNTHETASE 2 CYTOPLASMIC;
[PF03951]: Glutamine synthetase, beta-Grasp domain;
[PF00120]: Glutamine synthetase, catalytic domain"
"Mpcki1_Veg.Up"	332	"Mp8g02300"	""	""	"[KOG0027]: Calmodulin and related proteins (EF-Hand superfamily); N-term missing; [T];
[PTHR31503:SF36]: SODIUM/CALCIUM EXCHANGER NCL;
[PTHR31503]: VACUOLAR CALCIUM ION TRANSPORTER;
[PF13499]: EF-hand domain pair"
"Mpcki1_Veg.Up"	333	"Mp8g02310"	""	""	"[PTHR31503]: VACUOLAR CALCIUM ION TRANSPORTER;
[PTHR31503:SF36]: SODIUM/CALCIUM EXCHANGER NCL"
"Mpcki1_Veg.Up"	334	"Mp8g02620"	""	""	"[PF12796]: Ankyrin repeats (3 copies)"
"Mpcki1_Veg.Up"	335	"Mp8g02920"	""	""	"[K17470]: SULTR1; sulfate transporter 1, high-affinity;
[KOG0236]: Sulfate/bicarbonate/oxalate exchanger SAT-1 and related transporters (SLC26 family); [P];
[PTHR11814:SF235];
[PTHR11814]: SULFATE TRANSPORTER;
[PF00916]: Sulfate permease family;
[PF01740]: STAS domain"
"Mpcki1_Veg.Up"	336	"Mp8g02930"	""	""	"[K17470]: SULTR1; sulfate transporter 1, high-affinity;
[KOG0236]: Sulfate/bicarbonate/oxalate exchanger SAT-1 and related transporters (SLC26 family); [P];
[PTHR11814:SF235];
[PTHR11814]: SULFATE TRANSPORTER;
[PF01740]: STAS domain;
[PF00916]: Sulfate permease family"
"Mpcki1_Veg.Up"	337	"Mp8g03610"	""	""	"[PTHR31218:SF133]: WAT1-RELATED PROTEIN;
[PTHR31218]: WAT1-RELATED PROTEIN;
[PF00892]: EamA-like transporter family"
"Mpcki1_Veg.Up"	338	"Mp8g04800"	""	""	"[K02575]: NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter;
[KOG2533]: Permease of the major facilitator superfamily; [G];
[PTHR23515:SF29]: HIGH AFFINITY NITRATE TRANSPORTER 2.4;
[PTHR23515]: HIGH-AFFINITY NITRATE TRANSPORTER 2.3;
[PF07690]: Major Facilitator Superfamily"
"Mpcki1_Veg.Up"	339	"Mp8g05080"	"MpC4H3"	"Mp8g05080 [MpC4H3]"	"[K00487]: CYP73A; trans-cinnamate 4-monooxygenase [EC:1.14.14.91];
[KOG0156]: Cytochrome P450 CYP2 subfamily; [Q];
[PTHR47948]: TRANS-CINNAMATE 4-MONOOXYGENASE;
[PTHR47948:SF4]: TRANS-CINNAMATE 4-MONOOXYGENASE;
[PF00067]: Cytochrome P450"
"Mpcki1_Veg.Up"	340	"Mp8g06650"	""	""	""
"Mpcki1_Veg.Up"	341	"Mp8g06760"	"MpGID1L5"	"Mp8g06760 [MpGID1L5]"	"[KOG1515]: Arylacetamide deacetylase; [V];
[PTHR23024:SF434]: ACETYL ESTERASE;
[PTHR23024]: ARYLACETAMIDE DEACETYLASE;
[PF07859]: alpha/beta hydrolase fold"
"Mpcki1_Veg.Up"	342	"Mp8g06780"	"MpGID1L4"	"Mp8g06780 [MpGID1L4]"	"[KOG1515]: Arylacetamide deacetylase; [V];
[PTHR23024:SF434]: ACETYL ESTERASE;
[PTHR23024]: ARYLACETAMIDE DEACETYLASE;
[PF07859]: alpha/beta hydrolase fold"
"Mpcki1_Veg.Up"	343	"Mp8g07540"	"MpDIR5"	"Mp8g07540 [MpDIR5]"	"[PF03018]: Dirigent-like protein"
"Mpcki1_Veg.Up"	344	"Mp8g08960"	""	""	""
"Mpcki1_Veg.Up"	345	"Mp8g09030"	"MpCYP704-like19"	"Mp8g09030 [MpCYP704-like19]"	"[K20495]: CYP704B1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80];
[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; [QI];
[PTHR24296:SF8]: CYTOCHROME P450 704B1;
[PTHR24296]: CYTOCHROME P450;
[PF00067]: Cytochrome P450"
"Mpcki1_Veg.Up"	346	"Mp8g09440"	"MpNPF34"	"Mp8g09440 [MpNPF34]"	"[K14638]: SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4;
[KOG1237]: H+/oligopeptide symporter; [E];
[PTHR11654]: OLIGOPEPTIDE TRANSPORTER-RELATED;
[PTHR11654:SF508];
[PF00854]: POT family"
"Mpcki1_Veg.Up"	347	"Mp8g09900"	"MpPOD168"	"Mp8g09900 [MpPOD168]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235:SF65]: PEROXIDASE;
[PTHR31235]: PEROXIDASE 25-RELATED;
[PF00141]: Peroxidase"
"Mpcki1_Veg.Up"	348	"Mp8g09990"	"MpVAMP72B"	"Mp8g09990 [MpVAMP72B]"	"[K08511]: ATVAMP72; vesicle-associated membrane protein 72;
[KOG0859]: Synaptobrevin/VAMP-like protein; [U];
[PTHR21136]: SNARE PROTEINS;
[PTHR21136:SF176]: VESICLE-ASSOCIATED MEMBRANE PROTEIN 721;
[PF00957]: Synaptobrevin;
[PF13774]: Regulated-SNARE-like domain"
"Mpcki1_Veg.Up"	349	"Mp8g11360"	""	""	"[K01674]: cah; carbonic anhydrase [EC:4.2.1.1];
[KOG0382]: Carbonic anhydrase; [R];
[PTHR18952]: CARBONIC ANHYDRASE;
[PF00194]: Eukaryotic-type carbonic anhydrase"
"Mpcki1_Veg.Up"	350	"Mp8g11830"	"MpGT34.12"	"Mp8g11830 [MpGT34.12]"	"[K08238]: XXT; xyloglucan 6-xylosyltransferase [EC:2.4.2.39];
[KOG4748]: Subunit of Golgi mannosyltransferase complex; [GM];
[PTHR31311]: XYLOGLUCAN 6-XYLOSYLTRANSFERASE 5-RELATED-RELATED;
[PTHR31311:SF5]: XYLOGLUCAN 6-XYLOSYLTRANSFERASE 2;
[PF05637]: galactosyl transferase GMA12/MNN10 family"
"Mpcki1_Veg.Up"	351	"Mp8g13360"	""	""	"[K19355]: MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78];
[PTHR31451];
[PF00150]: Cellulase (glycosyl hydrolase family 5)"
"Mpcki1_Veg.Up"	352	"Mp8g15560"	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mpcki1_Veg.Up"	353	"Mp8g16620"	""	""	""
"Mpcki1_Veg.Up"	354	"Mp8g16710"	""	""	""
"Mpcki1_Veg.Up"	355	"Mp8g17420"	"MpGH17.27"	"Mp8g17420 [MpGH17.27]"	"[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PTHR32227:SF319]: BETA-1,3-GLUCANASE-LIKE PROTEIN;
[PF07983]: X8 domain;
[PF00332]: Glycosyl hydrolases family 17"
"Mpcki1_Veg.Up"	356	"Mp8g18020"	""	""	"[KOG1764]: 5'-AMP-activated protein kinase, gamma subunit; [C];
[PTHR13780:SF46]: CBS DOMAIN-CONTAINING PROTEIN CBSX6;
[PTHR13780]: AMP-ACTIVATED PROTEIN KINASE, GAMMA REGULATORY SUBUNIT;
[PF00571]: CBS domain"
"Mpcki1_Veg.Up"	357	"Mp8g18860"	"MpExpansin38"	"Mp8g18860 [MpExpansin38]"	"[PTHR31867]: EXPANSIN-A15;
[PTHR31867:SF94]: EXPANSIN;
[PF03330]: Lytic transglycolase;
[PF01357]: Expansin C-terminal domain"
"Mpcki1_Veg.Up"	358	"MpUg00390"	""	""	""
"Mpcki1_Veg.Up"	359	"Mpzg00240"	""	""	"[PTHR31718:SF47]: PLAT DOMAIN-CONTAINING PROTEIN 3-LIKE;
[PTHR31718];
[PF06232]: Embryo-specific protein 3, (ATS3)"
"Mpcki1_Veg.Up"	360	"Mpzg00410"	""	""	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF205]: PEROXIDASE;
[PF00141]: Peroxidase"
"Mpcki1_Veg.Up"	361	"Mpzg01290"	""	""	"[K08286]: E2.7.11.-; protein-serine/threonine kinase [EC:2.7.11.-];
[KOG0580]: Serine/threonine protein kinase; [D];
[PTHR45637:SF56]: PROTEIN KINASE;
[PTHR45637]: FLIPPASE KINASE 1-RELATED;
[PF00069]: Protein kinase domain"
"Mpcki1_Rep.Up"	1	"Mp1g00360"	""	""	"[PTHR34574]: CALCIUM-BINDING EF-HAND FAMILY PROTEIN-RELATED;
[PTHR34574:SF2]: CALCIUM-BINDING EF-HAND FAMILY PROTEIN"
"Mpcki1_Rep.Up"	2	"Mp1g00700"	""	""	"[K12259]: SMOX, PAO5; spermine oxidase [EC:1.5.3.16 1.5.3.-];
[KOG0685]: Flavin-containing amine oxidase; [H];
[PTHR10742]: FLAVIN MONOAMINE OXIDASE;
[PTHR10742:SF374]: POLYAMINE OXIDASE 5-RELATED;
[PF01593]: Flavin containing amine oxidoreductase"
"Mpcki1_Rep.Up"	3	"Mp1g00770"	""	""	"[K11447]: UTX, KDM6A; lysine-specific demethylase 6A [EC:1.14.11.68]"
"Mpcki1_Rep.Up"	4	"Mp1g01170"	"MpLEA-like2"	"Mp1g01170 [MpLEA-like2]"	"[KOG4744]: Uncharacterized conserved protein; [S];
[KOG2886]: Uncharacterized conserved protein; [S];
[PTHR47652:SF3]: LATE EMBRYOGENESIS ABUNDANT PROTEIN (LEA) FAMILY PROTEIN;
[PTHR47652];
[PF13664]: Domain of unknown function (DUF4149)"
"Mpcki1_Rep.Up"	5	"Mp1g02000"	""	""	"[K03444]: ERD6, ESL1; MFS transporter, SP family, ERD6-like sugar transporter;
[KOG0569]: Permease of the major facilitator superfamily; [G];
[PTHR48021:SF23]: SUGAR TRANSPORTER ERD6-LIKE 6;
[PTHR48021];
[PF00083]: Sugar (and other) transporter"
"Mpcki1_Rep.Up"	6	"Mp1g05160"	""	""	""
"Mpcki1_Rep.Up"	7	"Mp1g06190"	""	""	"[KOG0470]: 1,4-alpha-glucan branching enzyme/starch branching enzyme II; [G];
[PTHR43631]: PULLULANASE 1, CHLOROPLASTIC;
[PF03714]: Bacterial pullanase-associated domain;
[PF17967]: Pullulanase N2 domain;
[PF02922]: Carbohydrate-binding module 48 (Isoamylase N-terminal domain);
[PF11852]: Domain of unknown function (DUF3372)"
"Mpcki1_Rep.Up"	8	"Mp1g06840"	""	""	"[PTHR33877:SF2]: SLL1193 PROTEIN;
[PTHR33877]: SLL1193 PROTEIN;
[PF14279]: HNH endonuclease"
"Mpcki1_Rep.Up"	9	"Mp1g06930"	""	""	"[K01177]: E3.2.1.2; beta-amylase [EC:3.2.1.2];
[PTHR31352:SF1]: BETA-AMYLASE 3, CHLOROPLASTIC;
[PTHR31352];
[PF01373]: Glycosyl hydrolase family 14"
"Mpcki1_Rep.Up"	10	"Mp1g07760"	""	""	"[K14190]: VTC2_5; GDP-L-galactose phosphorylase [EC:2.7.7.69];
[KOG2720]: Predicted hydrolase (HIT family); [R];
[PTHR20884]: GDP-D-GLUCOSE PHOSPHORYLASE 1;
[PTHR20884:SF17]: GDP-L-GALACTOSE PHOSPHORYLASE 2"
"Mpcki1_Rep.Up"	11	"Mp1g08570"	"MpIAR4B"	"Mp1g08570 [MpIAR4B]"	"[K00161]: PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1];
[KOG0225]: Pyruvate dehydrogenase E1, alpha subunit; [C];
[PTHR11516:SF61]: PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA;
[PTHR11516]: PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR;
[PF00676]: Dehydrogenase E1 component"
"Mpcki1_Rep.Up"	12	"Mp1g09180"	""	""	""
"Mpcki1_Rep.Up"	13	"Mp1g09190"	""	""	""
"Mpcki1_Rep.Up"	14	"Mp1g09300"	""	""	"[K15535]: PWD; phosphoglucan, water dikinase [EC:2.7.9.5];
[PTHR47453]: PHOSPHOGLUCAN, WATER DIKINASE, CHLOROPLASTIC;
[PF01326]: Pyruvate phosphate dikinase, AMP/ATP-binding domain;
[PF00686]: Starch binding domain"
"Mpcki1_Rep.Up"	15	"Mp1g10500"	""	""	"[KOG0907]: Thioredoxin; [O];
[PTHR47912]: THIOREDOXIN-LIKE 4, CHLOROPLASTIC;
[PF00085]: Thioredoxin"
"Mpcki1_Rep.Up"	16	"Mp1g10900"	""	""	"[K00106]: XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2];
[KOG0430]: Xanthine dehydrogenase; [F];
[PTHR11908:SF144]: BNAA09G00610D PROTEIN;
[PTHR11908]: XANTHINE DEHYDROGENASE;
[PF00111]: 2Fe-2S iron-sulfur cluster binding domain;
[PF00941]: FAD binding domain in molybdopterin dehydrogenase;
[PF03450]: CO dehydrogenase flavoprotein C-terminal domain;
[PF01799]: [2Fe-2S] binding domain;
[PF01315]: Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain;
[PF02738]: Molybdopterin-binding domain of aldehyde dehydrogenase"
"Mpcki1_Rep.Up"	17	"Mp1g10910"	"MpACOS10"	"Mp1g10910 [MpACOS10]"	"[KOG1176]: Acyl-CoA synthetase; [I];
[PTHR43859:SF5]: ACYL-ACTIVATING ENZYME 2-RELATED;
[PTHR43859]: ACYL-ACTIVATING ENZYME;
[PF13193]: AMP-binding enzyme C-terminal domain;
[PF00501]: AMP-binding enzyme"
"Mpcki1_Rep.Up"	18	"Mp1g12210"	""	""	""
