"Tag"	"No."	"Gene"	"Name"	"GeneName"	"annots"
"Mprrb_Veg.Up"	309	"Mp3g24270"	""	""	"[PTHR48049]: GLYCOSYLTRANSFERASE;
[PTHR48049:SF48]: UDP-GLYCOSYLTRANSFERASE 71B2"
"Mprrb_Veg.Up"	310	"Mp3g24280"	""	""	"[PTHR47679]: PROTEIN TORNADO 1"
"Mprrb_Veg.Up"	311	"Mp3g24360"	""	""	""
"Mprrb_Veg.Up"	312	"Mp3g24410"	""	""	""
"Mprrb_Veg.Up"	313	"Mp3g24420"	""	""	"[KOG1922]: Rho GTPase effector BNI1 and related formins; N-term missing; [TZ];
[PTHR45733:SF10]: FORMIN-LIKE PROTEIN 15A-RELATED;
[PTHR45733]: FORMIN-J;
[PF02181]: Formin Homology 2 Domain"
"Mprrb_Veg.Up"	314	"Mp3g24510"	""	""	"[PTHR20930]: OVARIAN CARCINOMA ANTIGEN CA125-RELATED;
[PF00564]: PB1 domain"
"Mprrb_Veg.Up"	315	"Mp3g24680"	""	""	"[KOG0725]: Reductases with broad range of substrate specificities; [R];
[PTHR43180]: 3-OXOACYL-(ACYL-CARRIER-PROTEIN) REDUCTASE (AFU_ORTHOLOGUE AFUA_6G11210);
[PTHR43180:SF30]: MOMILACTONE A SYNTHASE;
[PF13561]: Enoyl-(Acyl carrier protein) reductase"
"Mprrb_Veg.Up"	316	"Mp3g24800"	""	""	"[K22369]: EPHX4; epoxide hydrolase 4 [EC:3.3.-.-];
[KOG4178]: Soluble epoxide hydrolase; [I];
[PTHR43329:SF36]: EPOXIDE HYDROLASE 3;
[PTHR43329]: EPOXIDE HYDROLASE;
[PF00561]: alpha/beta hydrolase fold"
"Mprrb_Veg.Up"	317	"Mp3g24880"	""	""	"[PTHR33596:SF17]: COLD-REGULATED 413 INNER MEMBRANE PROTEIN 1, CHLOROPLASTIC-RELATED;
[PTHR33596]: COLD-REGULATED 413 PLASMA MEMBRANE PROTEIN 2;
[PF05562]: Cold acclimation protein WCOR413"
"Mprrb_Veg.Up"	318	"Mp3g24990"	""	""	""
"Mprrb_Veg.Up"	319	"Mp3g25090"	""	""	""
"Mprrb_Veg.Up"	320	"Mp3g25250"	"MpRAB2B"	"Mp3g25250 [MpRAB2B]"	"[K07877]: RAB2A; Ras-related protein Rab-2A;
[KOG0098]: GTPase Rab2, small G protein superfamily; [U];
[PTHR47979]: DRAB11-RELATED;
[PTHR47979:SF64];
[PF15305]: Intraflagellar transport protein 43;
[PF00071]: Ras family"
"Mprrb_Veg.Up"	321	"Mp4g00100"	""	""	""
"Mprrb_Veg.Up"	322	"Mp4g00200"	"MpWRKY12"	"Mp4g00200 [MpWRKY12]"	"[PTHR31429]: WRKY TRANSCRIPTION FACTOR 36-RELATED;
[PTHR31429:SF81]: WRKY TRANSCRIPTION FACTOR 6-LIKE;
[PF03106]: WRKY DNA -binding domain"
"Mprrb_Veg.Up"	323	"Mp4g00650"	""	""	"[KOG0472]: Leucine-rich repeat protein; [S];
[KOG4271]: Rho-GTPase activating protein; N-term missing; C-term missing; [T];
[KOG0444]: Cytoskeletal regulator Flightless-I (contains leucine-rich and gelsolin repeats); C-term missing; [Z];
[PTHR27000:SF484]: LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE GSO1-RELATED;
[PTHR27000]: LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED;
[PF13855]: Leucine rich repeat;
[PF00560]: Leucine Rich Repeat;
[PF08263]: Leucine rich repeat N-terminal domain"
"Mprrb_Veg.Up"	324	"Mp4g00700"	"MpGH16.30"	"Mp4g00700 [MpGH16.30]"	"[PTHR31062]: XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED;
[PTHR31062:SF135]: XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE;
[PF00722]: Glycosyl hydrolases family 16;
[PF06955]: Xyloglucan endo-transglycosylase (XET) C-terminus"
"Mprrb_Veg.Up"	325	"Mp4g00710"	""	""	""
"Mprrb_Veg.Up"	326	"Mp4g00730"	""	""	"[PF06140]: Interferon-induced 6-16 family"
"Mprrb_Veg.Up"	327	"Mp4g00760"	""	""	""
"Mprrb_Veg.Up"	328	"Mp4g00780"	""	""	"[PF06140]: Interferon-induced 6-16 family"
"Mprrb_Veg.Up"	329	"Mp4g01260"	""	""	"[KOG1285]: Beta, beta-carotene 15,15'-dioxygenase and related enzymes; [Q];
[PTHR10543:SF30]: OS06G0162550 PROTEIN;
[PTHR10543]: BETA-CAROTENE DIOXYGENASE;
[PF03055]: Retinal pigment epithelial membrane protein"
"Mprrb_Veg.Up"	330	"Mp4g01440"	""	""	"[K22213]: PATG; 6-methylsalicylate decarboxylase [EC:4.1.1.52];
[PTHR21240]: 2-AMINO-3-CARBOXYLMUCONATE-6-SEMIALDEHYDE DECARBOXYLASE;
[PF04909]: Amidohydrolase"
"Mprrb_Veg.Up"	331	"Mp4g01620"	""	""	"[KOG1470]: Phosphatidylinositol transfer protein PDR16 and related proteins; C-term missing; [I];
[PTHR47556]: SEC14P-LIKE PHOSPHATIDYLINOSITOL TRANSFER FAMILY PROTEIN;
[PF00650]: CRAL/TRIO domain"
"Mprrb_Veg.Up"	332	"Mp4g01780"	"MpGH19.4"	"Mp4g01780 [MpGH19.4]"	"[K20547]: CHIB; basic endochitinase B [EC:3.2.1.14];
[KOG4742]: Predicted chitinase; [R];
[PTHR22595]: CHITINASE-RELATED;
[PTHR22595:SF171]: CHITINASE (CLASS IB) / HEVEIN;
[PF00187]: Chitin recognition protein;
[PF00182]: Chitinase class I"
"Mprrb_Veg.Up"	333	"Mp4g01840"	""	""	""
"Mprrb_Veg.Up"	334	"Mp4g01960"	""	""	"[PTHR33880]: EXPRESSED PROTEIN"
"Mprrb_Veg.Up"	335	"Mp4g02070"	""	""	""
"Mprrb_Veg.Up"	336	"Mp4g02170"	""	""	""
"Mprrb_Veg.Up"	337	"Mp4g02180"	""	""	""
"Mprrb_Veg.Up"	338	"Mp4g02870"	""	""	"[PTHR37391]: E3 UBIQUITIN-PROTEIN LIGASE"
"Mprrb_Veg.Up"	339	"Mp4g03020"	"MpPIP1"	"Mp4g03020 [MpPIP1]"	"[K09872]: PIP; aquaporin PIP;
[KOG0223]: Aquaporin (major intrinsic protein family); [G];
[PTHR45687:SF8]: PLASMA MEMBRANE AQUAPORIN;
[PTHR45687]: AQUAPORIN OR AQUAGLYCEROPORIN RELATED;
[PF00230]: Major intrinsic protein"
"Mprrb_Veg.Up"	340	"Mp4g03350"	""	""	""
"Mprrb_Veg.Up"	341	"Mp4g03640"	""	""	""
"Mprrb_Veg.Up"	342	"Mp4g04240"	""	""	"[PTHR33782]: OS01G0121600 PROTEIN"
"Mprrb_Veg.Up"	343	"Mp4g04270"	""	""	"[KOG0166]: Karyopherin (importin) alpha; N-term missing; C-term missing; [U];
[KOG4555]: TPR repeat-containing protein; N-term missing; [S];
[PTHR47249]: VACUOLAR PROTEIN 8;
[PF13646]: HEAT repeats"
"Mprrb_Veg.Up"	344	"Mp4g04280"	""	""	"[KOG1187]: Serine/threonine protein kinase; [T];
[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); N-term missing; C-term missing; [T];
[PTHR45631]: OS07G0107800 PROTEIN-RELATED;
[PF07714]: Protein tyrosine and serine/threonine kinase;
[PF13855]: Leucine rich repeat;
[PF12819]: Malectin-like domain"
"Mprrb_Veg.Up"	345	"Mp4g04600"	""	""	"[K16281]: RHA1; RING-H2 zinc finger protein RHA1;
[KOG4628]: Predicted E3 ubiquitin ligase; N-term missing; C-term missing; [O];
[PTHR47258];
[PF13639]: Ring finger domain"
"Mprrb_Veg.Up"	346	"Mp4g04650"	""	""	""
"Mprrb_Veg.Up"	347	"Mp4g04910"	"MpBHLH16|MpICE1"	"Mp4g04910 [MpBHLH16|MpICE1]"	"[PTHR31945]: TRANSCRIPTION FACTOR SCREAM2-RELATED;
[PTHR31945:SF98]: BHLH TRANSCRIPTIONAL FACTOR;
[PF00010]: Helix-loop-helix DNA-binding domain"
"Mprrb_Veg.Up"	348	"Mp4g04920"	"MpBHLH17|MpICE2"	"Mp4g04920 [MpBHLH17|MpICE2]"	"[PTHR31945]: TRANSCRIPTION FACTOR SCREAM2-RELATED;
[PTHR31945:SF98]: BHLH TRANSCRIPTIONAL FACTOR;
[PF00010]: Helix-loop-helix DNA-binding domain"
"Mprrb_Veg.Up"	349	"Mp4g05080"	""	""	"[PTHR34125]: OS01G0762900 PROTEIN;
[PTHR34125:SF2]: OS01G0762900 PROTEIN"
"Mprrb_Veg.Up"	350	"Mp4g05170"	""	""	""
"Mprrb_Veg.Up"	351	"Mp4g05190"	""	""	""
"Mprrb_Veg.Up"	352	"Mp4g05250"	""	""	"[PTHR16932]: INTERFERON ALPHA-INDUCIBLE PROTEIN 27;
[PF06140]: Interferon-induced 6-16 family"
"Mprrb_Veg.Up"	353	"Mp4g05260"	""	""	"[PF06140]: Interferon-induced 6-16 family"
"Mprrb_Veg.Up"	354	"Mp4g05270"	""	""	"[PTHR16932]: INTERFERON ALPHA-INDUCIBLE PROTEIN 27;
[PF06140]: Interferon-induced 6-16 family"
"Mprrb_Veg.Up"	355	"Mp4g05370"	""	""	"[K23504]: SERAC1; protein SERAC1;
[KOG2029]: Uncharacterized conserved protein; N-term missing; [S];
[PTHR48187]"
"Mprrb_Veg.Up"	356	"Mp4g05440"	"MpPOD40"	"Mp4g05440 [MpPOD40]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF156]: PEROXIDASE;
[PF00141]: Peroxidase"
"Mprrb_Veg.Up"	357	"Mp4g05700"	""	""	"[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN;
[PF00646]: F-box domain"
"Mprrb_Veg.Up"	358	"Mp4g05960"	""	""	"[K01602]: rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39];
[PTHR31262:SF0]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PTHR31262]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PF00101]: Ribulose bisphosphate carboxylase, small chain"
"Mprrb_Veg.Up"	359	"Mp4g05970"	""	""	"[K01602]: rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39];
[PTHR31262]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PTHR31262:SF0]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PF00101]: Ribulose bisphosphate carboxylase, small chain"
"Mprrb_Veg.Up"	360	"Mp4g05980"	""	""	"[K01602]: rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39];
[PTHR31262:SF0]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PTHR31262]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PF00101]: Ribulose bisphosphate carboxylase, small chain"
"Mprrb_Veg.Up"	361	"Mp4g06000"	""	""	"[K01602]: rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39];
[PTHR31262:SF0]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PTHR31262]: RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL CHAIN 1, CHLOROPLASTIC;
[PF00101]: Ribulose bisphosphate carboxylase, small chain"
"Mprrb_Veg.Up"	362	"Mp4g06070"	""	""	"[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN;
[PF00646]: F-box domain"
"Mprrb_Veg.Up"	363	"Mp4g06100"	""	""	"[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN;
[PF00646]: F-box domain"
"Mprrb_Veg.Up"	364	"Mp4g06290"	""	""	"[K06928]: NTPCR; nucleoside-triphosphatase [EC:3.6.1.15];
[PTHR43146]: CANCER-RELATED NUCLEOSIDE-TRIPHOSPHATASE;
[PF03266]: NTPase"
"Mprrb_Veg.Up"	365	"Mp4g06870"	""	""	"[PTHR33471];
[PTHR33471:SF3]: EXPRESSED PROTEIN"
"Mprrb_Veg.Up"	366	"Mp4g07120"	""	""	"[PTHR33146]: ENDONUCLEASE 4;
[PF02265]: S1/P1 Nuclease"
"Mprrb_Veg.Up"	367	"Mp4g07650"	""	""	""
"Mprrb_Veg.Up"	368	"Mp4g07730"	""	""	""
"Mprrb_Veg.Up"	369	"Mp4g07860"	""	""	"[K10863]: APTX; aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72];
[KOG0562]: Predicted hydrolase (HIT family); [R];
[KOG2134]: Polynucleotide kinase 3' phosphatase; [L];
[PTHR12486:SF4]: APRATAXIN;
[PTHR12486]: APRATAXIN-RELATED;
[PF13671]: AAA domain;
[PF10283]: PBZ domain;
[PF11969]: Scavenger mRNA decapping enzyme C-term binding;
[PF16278]: C2HE / C2H2 / C2HC zinc-binding finger;
[PF01661]: Macro domain"
"Mprrb_Veg.Up"	370	"Mp4g07890"	""	""	"[K23869]: GALS; galactan beta-1,4-galactosyltransferase [EC:2.4.1.-];
[PTHR21461]: UNCHARACTERIZED;
[PTHR21461:SF12]: GALACTAN BETA-1,4-GALACTOSYLTRANSFERASE GALS2;
[PF01697]: Glycosyltransferase family 92"
"Mprrb_Veg.Up"	371	"Mp4g08080"	""	""	"[K16616]: PARP8; actin-related protein 8, plant;
[KOG0676]: Actin and related proteins; [Z];
[PTHR11937]: ACTIN;
[PTHR11937:SF456]: ACTIN-RELATED PROTEIN 8;
[PF12937]: F-box-like;
[PF00022]: Actin"
"Mprrb_Veg.Up"	372	"Mp4g08430"	"MpTUA5"	"Mp4g08430 [MpTUA5]"	"[K07374]: TUBA; tubulin alpha;
[KOG1376]: Alpha tubulin; [Z];
[PTHR11588]: TUBULIN;
[PTHR11588:SF362]: TUBULIN ALPHA CHAIN;
[PF03953]: Tubulin C-terminal domain;
[PF00091]: Tubulin/FtsZ family, GTPase domain"
"Mprrb_Veg.Up"	373	"Mp4g08605"	""	""	""
"Mprrb_Veg.Up"	374	"Mp4g08860"	""	""	""
"Mprrb_Veg.Up"	375	"Mp4g09250"	"MpCupin57"	"Mp4g09250 [MpCupin57]"	"[PTHR31238]: GERMIN-LIKE PROTEIN SUBFAMILY 3 MEMBER 3;
[PTHR31238:SF154]: GERMIN-LIKE PROTEIN;
[PF00190]: Cupin"
"Mprrb_Veg.Up"	376	"Mp4g09360"	""	""	""
"Mprrb_Veg.Up"	377	"Mp4g09470"	""	""	""
"Mprrb_Veg.Up"	378	"Mp4g09770"	""	""	"[PTHR33825:SF14]: CHITINASE-LIKE PROTEIN;
[PTHR33825]: CHITINASE-LIKE PROTEIN"
"Mprrb_Veg.Up"	379	"Mp4g09810"	"MpCYP770"	"Mp4g09810 [MpCYP770]"	"[K21995]: CYP77A; cytochrome P450 family 77 subfamily A [EC:1.14.-.-];
[KOG0156]: Cytochrome P450 CYP2 subfamily; [Q];
[PTHR24298]: FLAVONOID 3'-MONOOXYGENASE-RELATED;
[PTHR24298:SF47]: CYTOCHROME P450 77A4;
[PF00067]: Cytochrome P450"
"Mprrb_Veg.Up"	380	"Mp4g10140"	""	""	"[K22213]: PATG; 6-methylsalicylate decarboxylase [EC:4.1.1.52];
[KOG4245]: Predicted metal-dependent hydrolase of the TIM-barrel fold; [R];
[PTHR21240]: 2-AMINO-3-CARBOXYLMUCONATE-6-SEMIALDEHYDE DECARBOXYLASE;
[PF04909]: Amidohydrolase"
"Mprrb_Veg.Up"	381	"Mp4g10510"	""	""	"[K14674]: TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51];
[KOG2214]: Predicted esterase of the alpha-beta hydrolase superfamily; [R];
[PTHR14226:SF72]: TRIACYLGLYCEROL LIPASE-RELATED;
[PTHR14226]: NEUROPATHY TARGET ESTERASE/SWISS CHEESE D.MELANOGASTER;
[PF01734]: Patatin-like phospholipase;
[PF11815]: Domain of unknown function (DUF3336)"
"Mprrb_Veg.Up"	382	"Mp4g10520"	""	""	"[K08869]: ADCK, ABC1; aarF domain-containing kinase;
[KOG1235]: Predicted unusual protein kinase; [R];
[PTHR10566]: CHAPERONE-ACTIVITY OF BC1 COMPLEX  CABC1 -RELATED;
[PTHR10566:SF124]: PROTEIN KINASE SUPERFAMILY PROTEIN;
[PF03109]: ABC1 family"
"Mprrb_Veg.Up"	383	"Mp4g10560"	""	""	"[K00103]: GULO; L-gulonolactone oxidase [EC:1.1.3.8];
[KOG4730]: D-arabinono-1, 4-lactone oxidase; [V];
[PTHR13878]: GULONOLACTONE OXIDASE;
[PTHR13878:SF67]: L-GULONOLACTONE OXIDASE 5;
[PF04030]: D-arabinono-1,4-lactone oxidase;
[PF01565]: FAD binding domain"
"Mprrb_Veg.Up"	384	"Mp4g10690"	"MpPOD45"	"Mp4g10690 [MpPOD45]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PF00141]: Peroxidase"
"Mprrb_Veg.Up"	385	"Mp4g11070"	""	""	"[K01114]: plc; phospholipase C [EC:3.1.4.3];
[PTHR31956:SF1]: NON-SPECIFIC PHOSPHOLIPASE C1;
[PTHR31956]: NON-SPECIFIC PHOSPHOLIPASE C4-RELATED;
[PF04185]: Phosphoesterase family"
"Mprrb_Veg.Up"	386	"Mp4g11120"	"MpDOXC26"	"Mp4g11120 [MpDOXC26]"	"[KOG0143]: Iron/ascorbate family oxidoreductases; [QR];
[PTHR47990:SF160]: 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN;
[PTHR47990]: 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN-RELATED;
[PF03171]: 2OG-Fe(II) oxygenase superfamily;
[PF14226]: non-haem dioxygenase in morphine synthesis N-terminal"
"Mprrb_Veg.Up"	387	"Mp4g11150"	""	""	"[PTHR37232]: FASCICLIN DOMAIN PROTEIN;
[PF02469]: Fasciclin domain"
"Mprrb_Veg.Up"	388	"Mp4g11320"	""	""	"[PF13839]: GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"Mprrb_Veg.Up"	389	"Mp4g12580"	""	""	"[KOG1801]: tRNA-splicing endonuclease positive effector (SEN1); [A];
[PTHR10887]: DNA2/NAM7 HELICASE FAMILY;
[PTHR10887:SF480]: P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN;
[PF13087]: AAA domain;
[PF13086]: AAA domain"
"Mprrb_Veg.Up"	390	"Mp4g12710"	""	""	""
"Mprrb_Veg.Up"	391	"Mp4g12930"	""	""	"[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN;
[PTHR46301:SF42];
[PF00646]: F-box domain"
"Mprrb_Veg.Up"	392	"Mp4g12950"	""	""	""
"Mprrb_Veg.Up"	393	"Mp4g13790"	""	""	"[K06685]: MOB1, Mats; MOB kinase activator 1;
[KOG1903]: Cell cycle-associated protein; [D];
[PTHR22599]: MPS ONE BINDER KINASE ACTIVATOR-LIKE  MOB;
[PTHR22599:SF55]: MOB KINASE ACTIVATOR-LIKE 1A;
[PF03637]: Mob1/phocein family"
"Mprrb_Veg.Up"	394	"Mp4g14270"	"MpPOD47"	"Mp4g14270 [MpPOD47]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF205]: PEROXIDASE;
[PF00141]: Peroxidase"
"Mprrb_Veg.Up"	395	"Mp4g14430"	""	""	"[K23953]: PCO; plant cysteine oxidase [EC:1.13.11.-];
[KOG4281]: Uncharacterized conserved protein; [S];
[PTHR22966:SF55]: PLANT CYSTEINE OXIDASE 5-LIKE;
[PTHR22966]: UNCHARACTERIZED;
[PF07847]: PCO_ADO"
"Mprrb_Veg.Up"	396	"Mp4g14480"	""	""	"[PTHR38537]: JITTERBUG, ISOFORM N;
[PF02010]: REJ domain"
"Mprrb_Veg.Up"	397	"Mp4g14540"	""	""	""
"Mprrb_Veg.Up"	398	"Mp4g14730"	"MpPP2C_F3"	"Mp4g14730 [MpPP2C_F3]"	"[K17506]: PPM1L, PP2CE; protein phosphatase 1L [EC:3.1.3.16];
[KOG0698]: Serine/threonine protein phosphatase; [T];
[PTHR13832]: PROTEIN PHOSPHATASE 2C;
[PTHR13832:SF680]: PROTEIN PHOSPHATASE 2C 44-RELATED;
[PTHR13832:SF668]: PROTEIN PHOSPHATASE 2C 39-RELATED;
[PF00481]: Protein phosphatase 2C"
"Mprrb_Veg.Up"	399	"Mp4g14850"	""	""	""
"Mprrb_Veg.Up"	400	"Mp4g14980"	""	""	"[KOG4441]: Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes; N-term missing; [TR];
[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN;
[PTHR46301:SF4]: F-BOX/KELCH-REPEAT PLANT PROTEIN;
[PF00646]: F-box domain"
"Mprrb_Veg.Up"	401	"Mp4g15380"	""	""	"[PTHR48173];
[PF06101]: Vacuolar protein sorting-associated protein 62"
"Mprrb_Veg.Up"	402	"Mp4g16240"	""	""	"[KOG1237]: H+/oligopeptide symporter; C-term missing; [E];
[PTHR11654]: OLIGOPEPTIDE TRANSPORTER-RELATED;
[PTHR11654:SF78]: PROTEIN NRT1/ PTR FAMILY 6.3-LIKE;
[PF00854]: POT family"
"Mprrb_Veg.Up"	403	"Mp4g16250"	""	""	"[KOG4350]: Uncharacterized conserved protein, contains BTB/POZ domain; C-term missing; [R];
[PTHR24413:SF213]: FI01029P-RELATED;
[PTHR24413]: SPECKLE-TYPE POZ PROTEIN;
[PF00651]: BTB/POZ domain"
"Mprrb_Veg.Up"	404	"Mp4g16580"	"MpPTB2"	"Mp4g16580 [MpPTB2]"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mprrb_Veg.Up"	405	"Mp4g16590"	"MpPTB3"	"Mp4g16590 [MpPTB3]"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mprrb_Veg.Up"	406	"Mp4g16610"	"MpPTB5"	"Mp4g16610 [MpPTB5]"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mprrb_Veg.Up"	407	"Mp4g16810"	""	""	""
"Mprrb_Veg.Up"	408	"Mp4g16840"	"MpSAUR6"	"Mp4g16840 [MpSAUR6]"	"[PF02519]: Auxin responsive protein"
"Mprrb_Veg.Up"	409	"Mp4g17420"	""	""	""
"Mprrb_Veg.Up"	410	"Mp4g17600"	""	""	"[PTHR31621]: PROTEIN DMP3;
[PF05078]: Protein of unknown function (DUF679)"
"Mprrb_Veg.Up"	411	"Mp4g17620"	""	""	"[PTHR31621]: PROTEIN DMP3;
[PTHR31621:SF1]: PROTEIN DMP3;
[PF05078]: Protein of unknown function (DUF679)"
"Mprrb_Veg.Up"	412	"Mp4g17630"	""	""	""
"Mprrb_Veg.Up"	413	"Mp4g17800"	""	""	""
"Mprrb_Veg.Up"	414	"Mp4g18210"	""	""	"[KOG1530]: Rhodanese-related sulfurtransferase; [P];
[PTHR45431]: RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 15, CHLOROPLASTIC;
[PF00581]: Rhodanese-like domain"
"Mprrb_Veg.Up"	415	"Mp4g18440"	"MpMATE9"	"Mp4g18440 [MpMATE9]"	"[K03327]: TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family;
[KOG1347]: Uncharacterized membrane protein, predicted efflux pump; [R];
[PTHR11206:SF196]: PROTEIN DETOXIFICATION;
[PTHR11206]: MULTIDRUG RESISTANCE PROTEIN;
[PF01554]: MatE"
"Mprrb_Veg.Up"	416	"Mp4g18930"	""	""	"[PTHR28653]"
"Mprrb_Veg.Up"	417	"Mp4g19110"	""	""	""
"Mprrb_Veg.Up"	418	"Mp4g19140"	""	""	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; [GC];
[PTHR48047]: GLYCOSYLTRANSFERASE"
"Mprrb_Veg.Up"	419	"Mp4g19370"	""	""	"[PTHR33172]: OS08G0516900 PROTEIN;
[PTHR33172:SF37]: MYOSIN LIGHT CHAIN KINASE DDB_G0279831 ISOFORM X1-RELATED"
"Mprrb_Veg.Up"	420	"Mp4g19380"	""	""	""
"Mprrb_Veg.Up"	421	"Mp4g19430"	""	""	""
"Mprrb_Veg.Up"	422	"Mp4g19460"	""	""	"[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN"
"Mprrb_Veg.Up"	423	"Mp4g19530"	""	""	"[PTHR31723]: PATHOGENESIS-RELATED FAMILY PROTEIN"
"Mprrb_Veg.Up"	424	"Mp4g20020"	"MpUGT22"	"Mp4g20020 [MpUGT22]"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; [GC];
[PTHR48045:SF11]: UDP-GLYCOSYLTRANSFERASE 72B1;
[PTHR48045]: UDP-GLYCOSYLTRANSFERASE 72B1;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
"Mprrb_Veg.Up"	425	"Mp4g20060"	"MpPOD50"	"Mp4g20060 [MpPOD50]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF156]: PEROXIDASE;
[PF00141]: Peroxidase"
"Mprrb_Veg.Up"	426	"Mp4g20190"	""	""	""
"Mprrb_Veg.Up"	427	"Mp4g20220"	""	""	""
"Mprrb_Veg.Up"	428	"Mp4g20230"	""	""	""
"Mprrb_Veg.Up"	429	"Mp4g20540"	""	""	""
"Mprrb_Veg.Up"	430	"Mp4g20690"	""	""	"[PTHR10900]: PERIOSTIN-RELATED;
[PTHR10900:SF77]: FAS1 DOMAIN-CONTAINING PROTEIN YLR001C;
[PF02469]: Fasciclin domain"
"Mprrb_Veg.Up"	431	"Mp4g20710"	""	""	"[KOG1294]: Apurinic/apyrimidinic endonuclease and related enzymes; [L];
[PTHR22748]: AP ENDONUCLEASE;
[PTHR22748:SF10]: DNA-(APURINIC OR APYRIMIDINIC SITE) LYASE;
[PF03372]: Endonuclease/Exonuclease/phosphatase family"
"Mprrb_Veg.Up"	432	"Mp4g21560"	""	""	"[PTHR21451]: HISTONE H3 METHYLTRANSFERASE;
[PF08123]: Histone methylation protein DOT1"
"Mprrb_Veg.Up"	433	"Mp4g21640"	""	""	"[PTHR47470]: CHOLESTEROL OXIDASE;
[PF05199]: GMC oxidoreductase;
[PF00732]: GMC oxidoreductase"
"Mprrb_Veg.Up"	434	"Mp4g21670"	""	""	""
